filepath,pdf_base,voluntario,seq,bytes
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/occlusal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario9_2.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,9,2,158394
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario9_2.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,9,2,158394
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_1/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario9_3.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,9,3,112359
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/occlusal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario9_3.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,9,3,112359
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario9_3.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,9,3,112359
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_1/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario9_4.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,9,4,104785
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/occlusal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario9_4.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,9,4,104785
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario9_4.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,9,4,104785
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_1/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario9_5.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,9,5,156733
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/occlusal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario9_5.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,9,5,156733
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario9_5.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,9,5,156733
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_1/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario9_6.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,9,6,153796
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/occlusal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario9_6.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,9,6,153796
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario9_6.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,9,6,153796
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_1/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario9_7.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,9,7,107194
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/occlusal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario9_7.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,9,7,107194
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario9_7.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,9,7,107194
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_1/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario9_8.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,9,8,253224
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/occlusal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario9_8.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,9,8,253224
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario9_8.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,9,8,253224
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_0/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario9_9.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,9,9,138195
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/frontal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario9_9.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,9,9,138195
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario9_9.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,9,9,138195
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_0/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario9_10.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,9,10,116217
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/frontal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario9_10.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,9,10,116217
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario9_10.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,9,10,116217
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_1/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario9_11.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,9,11,147839
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/occlusal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario9_11.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,9,11,147839
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario9_11.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,9,11,147839
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_1/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario9_12.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,9,12,161766
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/occlusal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario9_12.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,9,12,161766
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario9_12.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,9,12,161766
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_1/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario10_1.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,10,1,134835
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/occlusal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario10_1.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,10,1,134835
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario10_1.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,10,1,134835
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_1/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario10_2.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,10,2,123703
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/occlusal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario10_2.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,10,2,123703
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario10_2.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,10,2,123703
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_1/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario10_3.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,10,3,119191
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/occlusal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario10_3.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,10,3,119191
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario10_3.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,10,3,119191
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_1/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario10_4.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,10,4,113739
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/occlusal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario10_4.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,10,4,113739
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario10_4.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,10,4,113739
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_1/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario10_5.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,10,5,146245
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/occlusal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario10_5.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,10,5,146245
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario10_5.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,10,5,146245
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_1/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario10_6.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,10,6,38067
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/occlusal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario10_6.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,10,6,38067
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario10_6.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,10,6,38067
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_1/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario10_7.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,10,7,46879
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/occlusal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario10_7.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,10,7,46879
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario10_7.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,10,7,46879
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_1/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario10_8.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,10,8,50116
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/occlusal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario10_8.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,10,8,50116
Pranchetas fotografias - dentição permanente - CPOD treinamento/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario10_8.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,10,8,50116
clusters/Pranchetas fotografias - dentição permanente - CPOD treinamento/cluster_1/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario10_9.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,10,9,111220
images_by_view/Pranchetas fotografias - dentição permanente - CPOD treinamento/occlusal/Pranchetas fotografias - dentição permanente - CPOD treinamento_Voluntario10_9.jpeg,Pranchetas fotografias - dentição permanente - CPOD treinamento,10,9,111220
